N Estimator,Jumlah Fitur,Nilai Akurasi
100,230,0.7699115044247787
100,231,0.775811209439528
100,232,0.7699115044247787
100,233,0.7728613569321534
100,234,0.7699115044247787
100,235,0.7846607669616519
100,236,0.7846607669616519
100,237,0.7699115044247787
100,238,0.7610619469026548
100,239,0.7669616519174042
100,240,0.7728613569321534
100,241,0.7581120943952803
100,242,0.7846607669616519
100,243,0.7699115044247787
100,244,0.7728613569321534
100,245,0.7817109144542773
100,246,0.775811209439528
100,247,0.7581120943952803
100,248,0.7728613569321534
100,249,0.7817109144542773
100,250,0.7728613569321534
100,251,0.7787610619469026
100,252,0.7728613569321534
100,253,0.7817109144542773
100,254,0.7817109144542773
100,255,0.775811209439528
100,256,0.7551622418879056
100,257,0.7964601769911505
100,258,0.775811209439528
100,259,0.7728613569321534
101,230,0.7640117994100295
101,231,0.7669616519174042
101,232,0.7787610619469026
101,233,0.7964601769911505
101,234,0.7876106194690266
101,235,0.7787610619469026
101,236,0.775811209439528
101,237,0.775811209439528
101,238,0.7610619469026548
101,239,0.7728613569321534
101,240,0.7551622418879056
101,241,0.7640117994100295
101,242,0.7817109144542773
101,243,0.7728613569321534
101,244,0.7669616519174042
101,245,0.7817109144542773
101,246,0.7846607669616519
101,247,0.7787610619469026
101,248,0.775811209439528
101,249,0.7846607669616519
101,250,0.7551622418879056
101,251,0.7640117994100295
101,252,0.7610619469026548
101,253,0.7876106194690266
101,254,0.7817109144542773
101,255,0.7787610619469026
101,256,0.7610619469026548
101,257,0.7846607669616519
101,258,0.7846607669616519
101,259,0.7905604719764012
102,230,0.7817109144542773
102,231,0.7640117994100295
102,232,0.7699115044247787
102,233,0.7846607669616519
102,234,0.7640117994100295
102,235,0.7817109144542773
102,236,0.7846607669616519
102,237,0.7817109144542773
102,238,0.7876106194690266
102,239,0.775811209439528
102,240,0.7787610619469026
102,241,0.7610619469026548
102,242,0.7817109144542773
102,243,0.7876106194690266
102,244,0.7905604719764012
102,245,0.7787610619469026
102,246,0.775811209439528
102,247,0.7640117994100295
102,248,0.775811209439528
102,249,0.799410029498525
102,250,0.7787610619469026
102,251,0.7581120943952803
102,252,0.7640117994100295
102,253,0.7640117994100295
102,254,0.7581120943952803
102,255,0.7846607669616519
102,256,0.7699115044247787
102,257,0.799410029498525
102,258,0.7846607669616519
102,259,0.7699115044247787
103,230,0.7728613569321534
103,231,0.7640117994100295
103,232,0.7492625368731564
103,233,0.7669616519174042
103,234,0.7640117994100295
103,235,0.7699115044247787
103,236,0.7876106194690266
103,237,0.7817109144542773
103,238,0.7699115044247787
103,239,0.7846607669616519
103,240,0.7492625368731564
103,241,0.7728613569321534
103,242,0.7610619469026548
103,243,0.7699115044247787
